All   channel acquired
Date[dd-mm-yy]= 01-11-22   Time= 17:10:36
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
 55.980200	     0.010	     0.010	    -0.080	     0.081
 55.991500	     0.030	     0.010	    -0.090	     0.095
 56.002800	     0.010	     0.020	    -0.080	     0.083
 56.014100	     0.000	     0.010	    -0.080	     0.081
 56.025400	     0.030	     0.010	    -0.090	     0.095
 56.036700	     0.020	     0.000	    -0.080	     0.082
 56.048000	     0.030	     0.000	    -0.090	     0.095
 56.059300	     0.010	    -0.010	    -0.090	     0.091
 56.070600	     0.020	     0.010	    -0.090	     0.093
 56.081900	     0.020	     0.010	    -0.080	     0.083
 56.093200	     0.030	     0.020	    -0.070	     0.079
 56.104500	     0.040	     0.010	    -0.080	     0.090
 56.115800	     0.020	     0.030	    -0.060	     0.070
 56.127100	     0.030	     0.010	    -0.100	     0.105
 56.138400	     0.020	     0.010	    -0.090	     0.093
 56.149700	     0.040	     0.010	    -0.090	     0.099
 56.161000	     0.020	     0.000	    -0.070	     0.073
 56.172300	     0.000	     0.000	    -0.090	     0.090
 56.183600	     0.010	     0.010	    -0.090	     0.091
 56.194900	     0.020	     0.010	    -0.090	     0.093
 56.206200	     0.010	     0.000	    -0.090	     0.091
 56.217500	     0.030	     0.010	    -0.100	     0.105
 56.228800	     0.020	     0.000	    -0.090	     0.092
 56.240100	     0.030	     0.000	    -0.090	     0.095
 56.251400	     0.010	     0.010	    -0.100	     0.101
 56.262700	     0.030	     0.010	    -0.080	     0.086
 56.274000	     0.020	     0.000	    -0.090	     0.092
 56.285300	     0.010	     0.010	    -0.090	     0.091
 56.296600	     0.030	     0.010	    -0.090	     0.095
 56.307900	     0.040	     0.000	    -0.080	     0.089
 56.319200	     0.020	     0.000	    -0.070	     0.073
 56.330500	     0.020	     0.010	    -0.090	     0.093
 56.341800	     0.010	     0.000	    -0.090	     0.091
 56.353100	     0.010	     0.000	    -0.090	     0.091
 56.364400	     0.020	     0.010	    -0.100	     0.102
 56.375700	     0.010	     0.000	    -0.100	     0.100
 56.387000	     0.010	     0.010	    -0.070	     0.071
 56.398300	     0.030	     0.010	    -0.070	     0.077
 56.409600	     0.000	     0.010	    -0.060	     0.061
 56.420900	     0.010	     0.010	    -0.100	     0.101
 56.432200	     0.010	     0.010	    -0.090	     0.091
 56.443500	     0.030	     0.000	    -0.080	     0.085
 56.454800	     0.040	     0.010	    -0.090	     0.099
 56.466100	     0.030	     0.020	    -0.080	     0.088
 56.477400	     0.020	     0.010	    -0.090	     0.093
 56.488700	     0.020	     0.010	    -0.090	     0.093
 56.500000	     0.030	     0.000	    -0.060	     0.067
 56.511300	     0.020	     0.010	    -0.070	     0.073
 56.522600	     0.020	     0.010	    -0.080	     0.083
 56.533900	     0.020	     0.010	    -0.090	     0.093
 56.545200	     0.010	     0.020	    -0.070	     0.073
 56.556500	     0.020	     0.010	    -0.060	     0.064
 56.567800	     0.010	     0.000	    -0.070	     0.071
 56.579100	     0.030	     0.010	    -0.060	     0.068
 56.590400	     0.020	     0.010	    -0.090	     0.093
 56.601700	     0.020	     0.000	    -0.080	     0.082
 56.613000	     0.020	     0.000	    -0.100	     0.102
 56.624300	     0.020	    -0.010	    -0.080	     0.083
 56.635600	     0.030	     0.010	    -0.070	     0.077
 56.646900	     0.030	     0.000	    -0.090	     0.095
 56.658200	     0.020	     0.010	    -0.090	     0.093
 56.669500	     0.020	     0.010	    -0.080	     0.083
 56.680800	     0.020	     0.000	    -0.060	     0.063
 56.692100	     0.030	     0.010	    -0.080	     0.086
 56.703400	     0.030	     0.010	    -0.080	     0.086
 56.714700	     0.030	     0.000	    -0.090	     0.095
 56.726000	     0.010	     0.000	    -0.090	     0.091
 56.737300	     0.020	     0.020	    -0.080	     0.085
 56.748600	     0.030	     0.030	    -0.090	     0.099
 56.759900	     0.020	     0.000	    -0.080	     0.082
 56.771200	     0.000	     0.010	    -0.070	     0.071
 56.782500	     0.020	     0.010	    -0.070	     0.073
 56.793800	     0.000	     0.020	    -0.070	     0.073
 56.805100	     0.030	     0.010	    -0.080	     0.086
 56.816400	     0.020	     0.010	    -0.070	     0.073
 56.827700	     0.040	    -0.020	    -0.080	     0.092
 56.839000	     0.020	     0.010	    -0.090	     0.093
 56.850300	     0.020	     0.010	    -0.090	     0.093
 56.861600	     0.010	     0.000	    -0.090	     0.091
 56.872900	     0.030	     0.020	    -0.080	     0.088
 56.884200	     0.010	     0.010	    -0.090	     0.091
 56.895500	     0.020	     0.010	    -0.090	     0.093
 56.906800	     0.020	     0.020	    -0.090	     0.094
 56.918100	     0.020	     0.010	    -0.090	     0.093
 56.929400	     0.010	     0.000	    -0.100	     0.100
 56.940700	     0.010	     0.000	    -0.090	     0.091
 56.952000	     0.040	     0.000	    -0.090	     0.098
 56.963300	     0.030	     0.020	    -0.100	     0.106
 56.974600	     0.000	     0.000	    -0.090	     0.090
 56.985900	     0.010	     0.010	    -0.120	     0.121
 56.997200	     0.020	     0.000	    -0.110	     0.112
 57.008500	     0.030	     0.010	    -0.110	     0.114
 57.019800	     0.000	     0.010	    -0.110	     0.110
 57.031100	     0.010	     0.000	    -0.100	     0.100
 57.042400	     0.000	     0.020	    -0.100	     0.102
 57.053700	     0.010	     0.000	    -0.100	     0.100
 57.065000	     0.010	     0.000	    -0.090	     0.091
 57.076300	     0.010	     0.000	    -0.100	     0.100
 57.087600	     0.010	     0.010	    -0.100	     0.101
 57.098900	     0.010	    -0.010	    -0.100	     0.101
 57.110200	     0.000	     0.020	    -0.100	     0.102
 57.121500	     0.030	    -0.010	    -0.080	     0.086
 57.132800	     0.010	     0.010	    -0.080	     0.081
 57.144100	     0.030	     0.010	    -0.090	     0.095
 57.155400	     0.030	     0.010	    -0.090	     0.095
 57.166700	     0.020	     0.020	    -0.090	     0.094
 57.178000	     0.030	     0.010	    -0.070	     0.077
 57.189300	     0.020	     0.030	    -0.090	     0.097
 57.200600	     0.020	     0.010	    -0.090	     0.093
 57.211900	     0.020	     0.020	    -0.090	     0.094
 57.223200	     0.010	     0.010	    -0.090	     0.091
 57.234500	     0.010	     0.020	    -0.100	     0.102
 57.245800	     0.020	     0.010	    -0.090	     0.093
 57.257100	     0.020	     0.010	    -0.100	     0.102
 57.268400	     0.030	     0.000	    -0.100	     0.104
 57.279700	     0.020	     0.000	    -0.090	     0.092
 57.291000	     0.020	     0.020	    -0.110	     0.114
 57.302300	     0.000	     0.000	    -0.090	     0.090
 57.313600	     0.000	     0.020	    -0.100	     0.102
 57.324900	     0.020	     0.020	    -0.090	     0.094
 57.336200	     0.020	     0.000	    -0.100	     0.102
 57.347500	     0.000	     0.010	    -0.090	     0.091
 57.358800	     0.010	     0.020	    -0.090	     0.093
 57.370100	     0.000	     0.020	    -0.110	     0.112
 57.381400	    -0.010	     0.000	    -0.080	     0.081
 57.392700	     0.010	     0.000	    -0.100	     0.100
 57.404000	     0.010	     0.010	    -0.080	     0.081
 57.415300	     0.030	     0.010	    -0.090	     0.095
 57.426600	     0.010	     0.020	    -0.090	     0.093
 57.437900	     0.020	     0.000	    -0.090	     0.092
 57.449200	     0.020	     0.000	    -0.070	     0.073
 57.460500	     0.010	     0.010	    -0.070	     0.071
 57.471800	     0.010	     0.000	    -0.100	     0.100
 57.483100	     0.020	     0.010	    -0.080	     0.083
 57.494400	     0.010	     0.010	    -0.090	     0.091
 57.505700	     0.010	     0.000	    -0.110	     0.110
 57.517000	     0.010	     0.000	    -0.100	     0.100
 57.528300	     0.020	     0.010	    -0.080	     0.083
 57.539600	     0.010	     0.000	    -0.100	     0.100
 57.550900	     0.020	     0.010	    -0.100	     0.102
 57.562200	     0.020	     0.020	    -0.080	     0.085
 57.573500	     0.010	     0.000	    -0.100	     0.100
 57.584800	     0.020	     0.010	    -0.090	     0.093
 57.596100	     0.010	     0.020	    -0.090	     0.093
 57.607400	     0.030	     0.020	    -0.100	     0.106
 57.618700	     0.020	     0.010	    -0.090	     0.093
 57.630000	     0.010	     0.000	    -0.080	     0.081
 57.641300	     0.020	     0.000	    -0.090	     0.092
 57.652600	     0.010	     0.010	    -0.090	     0.091
 57.663900	     0.020	    -0.010	    -0.080	     0.083
 57.675200	     0.010	     0.010	    -0.100	     0.101
 57.686500	     0.020	    -0.010	    -0.100	     0.102
 57.697800	     0.030	     0.000	    -0.110	     0.114
 57.709100	     0.020	     0.010	    -0.100	     0.102
 57.720400	     0.020	     0.010	    -0.100	     0.102
 57.731700	     0.010	     0.010	    -0.100	     0.101
 57.743000	     0.010	     0.010	    -0.090	     0.091
 57.754300	     0.020	     0.010	    -0.100	     0.102
 57.765600	     0.020	     0.010	    -0.080	     0.083
 57.776900	     0.010	     0.010	    -0.100	     0.101
 57.788200	     0.030	     0.010	    -0.110	     0.114
 57.799500	     0.020	     0.010	    -0.100	     0.102
 57.810800	     0.040	     0.020	    -0.100	     0.110
 57.822100	     0.010	     0.010	    -0.100	     0.101
 57.833400	     0.020	     0.000	    -0.100	     0.102
 57.844700	     0.020	     0.010	    -0.100	     0.102
 57.856000	     0.040	     0.020	    -0.100	     0.110
 57.867300	     0.030	     0.010	    -0.100	     0.105
 57.878600	     0.040	     0.020	    -0.100	     0.110
 57.889900	     0.030	     0.020	    -0.110	     0.116
 57.901200	     0.020	     0.020	    -0.100	     0.104
 57.912500	     0.040	     0.000	    -0.100	     0.108
 57.923800	     0.020	     0.010	    -0.090	     0.093
 57.935100	     0.030	     0.000	    -0.090	     0.095
 57.946400	     0.010	     0.030	    -0.100	     0.105
 57.957700	     0.020	     0.010	    -0.100	     0.102
 57.969000	     0.020	     0.020	    -0.090	     0.094
 57.980300	     0.030	     0.000	    -0.100	     0.104
 57.991600	     0.020	     0.010	    -0.090	     0.093
 58.002900	     0.020	     0.020	    -0.110	     0.114
 58.014200	     0.010	     0.010	    -0.090	     0.091
 58.025500	     0.020	     0.010	    -0.090	     0.093
 58.036800	     0.020	     0.000	    -0.120	     0.122
 58.048100	     0.020	     0.020	    -0.090	     0.094
 58.059400	     0.030	     0.010	    -0.100	     0.105
 58.070700	     0.010	     0.010	    -0.090	     0.091
 58.082000	     0.010	     0.020	    -0.100	     0.102
 58.093300	     0.020	     0.020	    -0.080	     0.085
 58.104600	     0.020	    -0.010	    -0.110	     0.112
 58.115900	     0.020	     0.000	    -0.090	     0.092
 58.127200	     0.010	     0.020	    -0.100	     0.102
 58.138500	     0.020	     0.000	    -0.110	     0.112
 58.149800	     0.020	     0.000	    -0.110	     0.112
 58.161100	     0.010	     0.010	    -0.090	     0.091
 58.172400	     0.020	     0.010	    -0.110	     0.112
 58.183700	     0.030	     0.020	    -0.090	     0.097
 58.195000	     0.020	     0.010	    -0.110	     0.112
 58.206300	     0.030	     0.030	    -0.090	     0.099
 58.217600	     0.010	     0.000	    -0.090	     0.091
 58.228900	     0.030	     0.010	    -0.100	     0.105
 58.240200	     0.030	     0.010	    -0.100	     0.105
 58.251500	     0.040	     0.030	    -0.100	     0.112
 58.262800	     0.010	     0.010	    -0.100	     0.101
 58.274100	     0.010	     0.020	    -0.090	     0.093
 58.285400	     0.020	     0.010	    -0.100	     0.102
 58.296700	     0.020	     0.010	    -0.100	     0.102
 58.308000	     0.030	     0.020	    -0.120	     0.125
 58.319300	     0.020	     0.020	    -0.100	     0.104
 58.330600	     0.040	     0.020	    -0.090	     0.100
 58.341900	     0.040	     0.010	    -0.090	     0.099
 58.353200	     0.040	     0.000	    -0.110	     0.117
 58.364500	     0.050	     0.010	    -0.090	     0.103
 58.375800	     0.040	     0.000	    -0.100	     0.108
 58.387100	     0.040	     0.000	    -0.090	     0.098
 58.398400	     0.050	     0.010	    -0.080	     0.095
 58.409700	     0.020	     0.020	    -0.100	     0.104
 58.421000	     0.030	     0.020	    -0.100	     0.106
 58.432300	     0.020	     0.010	    -0.100	     0.102
 58.443600	     0.020	     0.020	    -0.100	     0.104
 58.454900	     0.010	     0.010	    -0.100	     0.101
 58.466200	     0.030	     0.010	    -0.110	     0.114
 58.477500	     0.020	     0.000	    -0.110	     0.112
 58.488800	     0.020	     0.010	    -0.100	     0.102
 58.500100	     0.040	     0.010	    -0.100	     0.108
 58.511400	     0.030	     0.010	    -0.090	     0.095
 58.522700	     0.030	     0.000	    -0.100	     0.104
 58.534000	     0.020	     0.010	    -0.100	     0.102
 58.545300	     0.020	     0.020	    -0.090	     0.094
 58.556600	     0.020	     0.030	    -0.070	     0.079
 58.567900	     0.030	     0.020	    -0.090	     0.097
 58.579200	     0.020	     0.020	    -0.110	     0.114
 58.590500	     0.020	     0.020	    -0.090	     0.094
 58.601800	     0.000	     0.020	    -0.110	     0.112
 58.613100	     0.020	     0.010	    -0.100	     0.102
 58.624400	     0.020	     0.020	    -0.110	     0.114
 58.635700	     0.010	     0.010	    -0.100	     0.101
 58.647000	     0.020	     0.020	    -0.110	     0.114
 58.658300	     0.020	     0.000	    -0.100	     0.102
 58.669600	     0.020	     0.000	    -0.090	     0.092
 58.680900	     0.020	     0.010	    -0.090	     0.093
 58.692200	     0.030	     0.030	    -0.100	     0.109
 58.703500	     0.020	     0.020	    -0.100	     0.104
 58.714800	     0.030	     0.020	    -0.090	     0.097
 58.726100	     0.050	     0.010	    -0.100	     0.112
 58.737400	     0.020	     0.010	    -0.080	     0.083
 58.748700	     0.010	     0.000	    -0.100	     0.100
 58.760000	     0.030	     0.000	    -0.090	     0.095
 58.771300	     0.030	     0.020	    -0.090	     0.097
 58.782600	     0.020	     0.000	    -0.080	     0.082
 58.793900	     0.020	     0.010	    -0.090	     0.093
 58.805200	     0.040	     0.000	    -0.100	     0.108
 58.816500	     0.020	     0.020	    -0.110	     0.114
 58.827800	     0.030	     0.000	    -0.100	     0.104
 58.839100	     0.030	     0.010	    -0.090	     0.095
 58.850400	     0.030	     0.020	    -0.100	     0.106
 58.861700	     0.030	     0.020	    -0.090	     0.097
 58.873000	     0.030	     0.010	    -0.110	     0.114
 58.884300	     0.020	     0.010	    -0.080	     0.083
 58.895600	     0.030	     0.030	    -0.110	     0.118
 58.906900	     0.030	     0.010	    -0.100	     0.105
 58.918200	     0.010	     0.020	    -0.090	     0.093
 58.929500	     0.020	     0.010	    -0.090	     0.093
 58.940800	     0.020	     0.010	    -0.090	     0.093
 58.952100	     0.020	     0.010	    -0.080	     0.083
 58.963400	     0.040	     0.000	    -0.080	     0.089
 58.974700	     0.020	     0.000	    -0.080	     0.082
 58.986000	     0.020	     0.020	    -0.090	     0.094
 58.997300	     0.030	     0.020	    -0.080	     0.088
 59.008600	     0.030	    -0.010	    -0.090	     0.095
 59.019900	     0.030	     0.030	    -0.100	     0.109
 59.031200	     0.030	     0.010	    -0.100	     0.105
 59.042500	     0.040	     0.010	    -0.100	     0.108
 59.053800	     0.030	     0.000	    -0.100	     0.104
 59.065100	     0.020	     0.020	    -0.090	     0.094
 59.076400	     0.020	    -0.010	    -0.090	     0.093
 59.087700	     0.020	     0.020	    -0.110	     0.114
 59.099000	     0.020	     0.020	    -0.090	     0.094
 59.110300	     0.020	     0.020	    -0.100	     0.104
 59.121600	     0.020	     0.000	    -0.090	     0.092
 59.132900	     0.020	     0.030	    -0.100	     0.106
 59.144200	     0.000	     0.020	    -0.100	     0.102
 59.155500	     0.020	     0.020	    -0.090	     0.094
 59.166800	     0.030	     0.030	    -0.100	     0.109
 59.178100	     0.020	     0.020	    -0.110	     0.114
 59.189400	     0.020	     0.020	    -0.090	     0.094
 59.200700	     0.030	     0.020	    -0.110	     0.116
 59.212000	     0.040	     0.020	    -0.100	     0.110
 59.223300	     0.030	     0.010	    -0.100	     0.105
 59.234600	     0.030	     0.020	    -0.110	     0.116
 59.245900	     0.030	     0.020	    -0.080	     0.088
